id,quid,question,answer,answer_type,choices,answer_word,facts
418,,"Three men were walking out one day.  Then it started raining hard.  They raced 4 blocks to there house.  When they got in, one man didnt get his hair wet.  They did not have an umbrella, or a hat.  How can this be?",C,MULTIPLE_CHOICE,"A) runners
B) fleece
C) he was bald
D) cut
E) return",,
419,,What has 12 faces and 42 eyes?,A,MULTIPLE_CHOICE,"A) pair of dice
B) shank
C) device
D) learning
E) blindfold",,
420,,"What is one in every doll, in every doll, in every doll?",B,MULTIPLE_CHOICE,"A) collecting
B) russian nesting dolls
C) figure
D) humanoid
E) room",,
421,,"Who are people you see everyday, but you don't know?",E,MULTIPLE_CHOICE,"A) souls
B) pedestrian
C) relative
D) celtic
E) strangers",,
422,,What is green and smells like blue paint?,A,MULTIPLE_CHOICE,"A) green paint
B) blueberry
C) blue blood
D) bluegill
E) card",,
423,,What is a duck's favorite snack?,E,MULTIPLE_CHOICE,"A) diving duck
B) Ducks in distress
C) shelduck
D) snap
E) quackers",,
424,,What's the difference between a well dressed man on a bicycle and a poorly dressed man on a unicycle?,E,MULTIPLE_CHOICE,"A) differentia
B) dag
C) bagel
D) butcher
E) attire",,
425,,What can you hold in your left hand but can never hold in your right hand?,B,MULTIPLE_CHOICE,"A) pinky
B) your right hand
C) take
D) put
E) leg",,
426,,A son and engineer go fishing.  The boy was the engineer's son but the engineer wasn't the boy's dad.  How was this possible?,E,MULTIPLE_CHOICE,"A) female child
B) fatherland
C) fishing
D) waterman
E) engineer was boys mom",,
427,,How did the computer get drunk?,E,MULTIPLE_CHOICE,"A) virus
B) crash
C) machine
D) typhoon
E) it took to many screenshots",,
428,,What pulls you down and never lets go?,A,MULTIPLE_CHOICE,"A) gravity
B) like
C) movement
D) sign
E) bullet",,
429,,"What goes down, but never goes up?",E,MULTIPLE_CHOICE,"A) group
B) movement
C) progress
D) make
E) gravity",,
430,,"There is one word that stands the test of time and holds fast to the center of everything.  Though everyone will try at least once in their life to move around this word, but in fact, unknowingly, they use it every moment of the day.  Young or old, awake or in sleep, human or animal, this word stands fast.  It belongs to everyone, to all living things, but no one can master it.  The word is?",A,MULTIPLE_CHOICE,"A) gravity
B) mineral
C) reading
D) learning
E) capital",,
431,,Everyone is attracted to me and everybody falls for me.  What am I?,B,MULTIPLE_CHOICE,"A) color
B) gravity
C) diving
D) mat
E) change of location",,
432,,"what pulls, but never hurts",C,MULTIPLE_CHOICE,"A) fate
B) suction
C) gravity
D) danger
E) server",,
433,,"Imagine you are on the deck of a ship in the middle of the ocean and a lady walks by you, stops, and pushes you overboard.  SPLASH! By the time you realised where you were, the ship was out of sight.  You struggle to keep your head above water, but when you look around you see a shark coming straight towards you.  What do you do?",A,MULTIPLE_CHOICE,"A) stop imagining
B) fountain
C) note
D) read
E) amsterdam",,
434,,"What had hands numbered 1-12, and tells time?",D,MULTIPLE_CHOICE,"A) get comfortable
B) schedule
C) jump cut
D) stop imagining
E) avenue",,
435,,"Imagine you are in a steel box.  The floor, the walls, and the ceiling is all steel.  There is nothing in the box and the walls are closing in on you.  How do you get out?",D,MULTIPLE_CHOICE,"A) monument
B) drum
C) fabricator
D) stop imagining
E) think of everything",,
436,,"Imagine you are in the middle of a forest surrouned by tigers, you have nothing to defend yourself, what do you do?",C,MULTIPLE_CHOICE,"A) slash
B) throw up
C) stop imagining
D) good imagination
E) servant",,
437,,"Imagine you are locked in a car, all the windows are up and locked, they are barred on the outside, you have no way to get out and the car is about to blow up in 2 minutes, how do you get out quickly and safetly???",E,MULTIPLE_CHOICE,"A) keep calm
B) horse
C) stinger
D) brand
E) stop imagining",,
438,,"One day a man jumped from a plane without a parachute and suffered no injuries, how is that possible?",C,MULTIPLE_CHOICE,"A) cleaning
B) device
C) plane was on ground
D) sexist
E) captain",,
439,,What sucks up everything but never lets it come out Mysteryouse but in playen view Dark and haisy but yet so far above you Never makeing any noise but yet so full of poise you never see it but yet you do in text books and picturs video games and stories it is tolttaly in playen view maby even in magazines it never ever ends but if thats so just were douse it begin some say in the milky way becouse it is delishuse to look at,B,MULTIPLE_CHOICE,"A) group
B) black hole
C) marmoset
D) period
E) space cadet",,
440,,"I am dark, nobody can see me, I'm very far, nothing can escape me.  What am I?",D,MULTIPLE_CHOICE,"A) sign
B) candy shop
C) unenlightenment
D) black hole
E) break",,
441,,I have no arms or legs  I suck up things  I am mostly black  what am I,E,MULTIPLE_CHOICE,"A) machine
B) support
C) gray
D) pin
E) black hole",,
442,,What fruit do you find in the sea?,B,MULTIPLE_CHOICE,"A) saltwater
B) currents
C) waterway
D) high places
E) deep water",,
443,,find the missing number:  4 61  5 52  6 63  7 94  8 46  9 _,C,MULTIPLE_CHOICE,"A) nuclear reaction
B) myriad
C) 18
D) five
E) figures",,
444,,What number is twice the sum of it's digits?,E,MULTIPLE_CHOICE,"A) battalion
B) no
C) tally
D) rational number
E) 18",,
445,,My age today is three times what it will be three years from now minus three times what my age was three years ago.  How old am I?,E,MULTIPLE_CHOICE,"A) tenth
B) confinement
C) know
D) memory
E) 18",,
446,,There is a dog on one side of a lake and a woman on the other.  The woman calls the dog over and when he gets there he is not wet at all.  How is this possible?,C,MULTIPLE_CHOICE,"A) dust
B) bacteria
C) lake is frozen
D) spot
E) prawn",,
447,,How do trees get onto the internet?,A,MULTIPLE_CHOICE,"A) they log on
B) it will give rain
C) bush
D) grow bigger
E) yard",,
448,,Why shouldn't you give Elsa a balloon?,A,MULTIPLE_CHOICE,"A) because shell let it go
B) open it
C) balloonist
D) because it's christmas
E) latex",,
449,,"The person who made it never used it and the person who used it never saw it, what is it?",E,MULTIPLE_CHOICE,"A) george segal
B) greta garbo
C) benjamin thompson
D) agnes de mille
E) caskit",,
450,,A plane crashes between Taxas and Mexico.  There are three survivor where do you bury them?,E,MULTIPLE_CHOICE,"A) album
B) if you die
C) mexican
D) kill yourself
E) you dont bury survivors",,
451,,An airplane flying from the United States to Canada crashes on the border of the two countries.  Where do they bury the survivors?,B,MULTIPLE_CHOICE,"A) mosquito
B) you dont bury survivors
C) nation
D) cremation
E) plane",,
452,,A plane crashed between Quebec and Ontairio.  Where do they bury the survivors?,B,MULTIPLE_CHOICE,"A) flying
B) you dont bury survivors
C) beaver
D) plane
E) range",,
453,,A plane is travaling at 550mph over canada and the u. s but something goes wrong and the plane crashes right on the boader. But there is a problem? where would you bury the survivors?,C,MULTIPLE_CHOICE,"A) freedom of speech
B) cut
C) you dont bury survivors
D) cremation
E) act",,
454,,A plane crashes on the border of Texas and Mexico.  Which side do they bury the survivors Texas or Mexico?,B,MULTIPLE_CHOICE,"A) pick up hitchhikers
B) you dont bury survivors
C) sound
D) lip
E) casualties",,
455,,What do you call a can opener that doesn't work?,C,MULTIPLE_CHOICE,"A) pay
B) feel
C) cant opener
D) wash
E) being",,
456,,What season dose Humpty Dumpty hate the most?,D,MULTIPLE_CHOICE,"A) silly season
B) get healthy
C) annual
D) fall
E) taste",,
457,,When is the best time to go to the dentist?,C,MULTIPLE_CHOICE,"A) glad
B) dentist's office
C) toothhurty
D) checkup
E) spring break",,
458,,"A man is in his car.  He sees three doors; a golden one, a diamond one and a silver one.  Which door does he go through first?",B,MULTIPLE_CHOICE,"A) rings
B) his car door
C) panel
D) generator
E) use",,
459,,My goal is to have $12.  If I save $1 a month then it will take me 12 months to save $12.  If I save $2 a month then it will take me 6 months to save $12.  What if I saved $1. 50 each month? How many months would it take me to save $12?,B,MULTIPLE_CHOICE,"A) weeks
B) 8 months
C) goal line
D) sticking point
E) week",,
460,,What can elephants make that no other animals can make?,B,MULTIPLE_CHOICE,"A) boy
B) baby elephants
C) tusk
D) weight 1000 kilos
E) shark",,
461,,What time do the ducks wake up in the morning?,C,MULTIPLE_CHOICE,"A) minute
B) in the moon
C) at the quack of dawn
D) attribute
E) term",,
462,,What do you call a bear without an ear?,B,MULTIPLE_CHOICE,"A) traps
B) b
C) lions
D) support
E) alcoholic drink",,
463,,"If you are running in a race and pass the second place person, what place are you in?",E,MULTIPLE_CHOICE,"A) south american
B) religious person
C) traveler
D) lunatic
E) second place",,
464,,How fast do librarians travel?,C,MULTIPLE_CHOICE,"A) understand people
B) find files
C) they book
D) ember
E) librarians",,
465,,"A man was stabbed in the heart, no one tried to save him but he didn't die.   How is that possible?",A,MULTIPLE_CHOICE,"A) he was already dead
B) will not die
C) slave
D) living things
E) sexist",,
466,,What did the football coach say to the broken vending machine?,B,MULTIPLE_CHOICE,"A) let them play
B) give me my quarterback
C) spinning frame
D) bantam
E) team",,
467,,"You buy me to eat, but never eat me.  What am I?",A,MULTIPLE_CHOICE,"A) silverware
B) spending money
C) soup
D) drinking
E) napkin",,
468,,When is a cell door not a cell door?,E,MULTIPLE_CHOICE,"A) ootid
B) swing wide
C) locker
D) when its closed
E) when its ajar",,
469,,What costs nothing but is very hard to find and can easily be lost?,C,MULTIPLE_CHOICE,"A) test
B) racquets
C) true friendship
D) bill
E) a loyal partner",,
470,,How do you tell a boy snowman apart from a girl snowman?,C,MULTIPLE_CHOICE,"A) choirboy
B) young girl
C) snowballs
D) crank
E) gal",,
471,,What is easy to spot but hard to find?,D,MULTIPLE_CHOICE,"A) smash
B) loot
C) seeking
D) talent
E) tosh",,
472,,What do you serve that you can't eat?,B,MULTIPLE_CHOICE,"A) use
B) tennis ball
C) spaghetti sauce
D) acquiring
E) function",,
473,,What can you always serve but never eat?,D,MULTIPLE_CHOICE,"A) waitress
B) ace
C) receiver
D) tennis ball
E) act",,
474,,"A mansion is on fire.  There are three rooms: A room full of money, a room full of expensive paintings, and a room full of gold and precious jewels.  Which room do the policeman put out first?",D,MULTIPLE_CHOICE,"A) signs
B) treasure chest.
C) fireman
D) none they are policemen
E) bell",,
475,,What is a frog's favorite electronic device?,C,MULTIPLE_CHOICE,"A) website
B) weather eye
C) ipad
D) buoy
E) depressor",,
476,,Why do ducks have feathers on their butts?,C,MULTIPLE_CHOICE,"A) contour feather
B) west virginia
C) to hide their butt quacks
D) ducky
E) they cannot fly",,
477,,What do you get when you cross a snowman with a wolf?,D,MULTIPLE_CHOICE,"A) pass
B) angles
C) cover
D) frostbite
E) build a fort",,
478,,What do you get when you cross a vampire and winter?,D,MULTIPLE_CHOICE,"A) vector
B) teleportation
C) coin
D) frostbite
E) sign",,
479,,There are ten cats on a boat.  One jumps off.  How many are left?,B,MULTIPLE_CHOICE,"A) stimulus
B) none they are all copycats
C) alleyway
D) cats in the family
E) make",,
480,,What do you call a cow with no legs?,A,MULTIPLE_CHOICE,"A) ground beef
B) meat farm
C) furniture
D) stirk
E) bone",,
481,,What type of shoes do spies wear?,D,MULTIPLE_CHOICE,"A) shoe store
B) spike
C) shoemaker
D) sneakers
E) wearing",,
482,,When does yesterday come after today?,E,MULTIPLE_CHOICE,"A) serving
B) comma
C) exclamation
D) support
E) when in the dictionary",,
483,,What do you call somebody with no body and no nose?,A,MULTIPLE_CHOICE,"A) nobody knows
B) science
C) momentum
D) armor
E) representation",,
484,,"I can be written,  I can be spoken,  I can be exposed,  I can be broken,   What am I?",A,MULTIPLE_CHOICE,"A) news
B) like
C) cover
D) I am me
E) made",,
485,,What do spiders in Silicon Valley want to be when they grow up?,C,MULTIPLE_CHOICE,"A) barn spider
B) spider monkey
C) web designers
D) shed skin
E) young people",,
486,,Everyone has me except for a few.  You may not be able to identify me but I can always identify you.  What am I?,C,MULTIPLE_CHOICE,"A) affinity
B) scorecard
C) your fingerprints
D) NAME
E) features",,
487,,How do football players stay cool during games?,A,MULTIPLE_CHOICE,"A) stand next to fans
B) turn
C) hockey player
D) stayman
E) stadium",,
488,,You want to purchase 3-cent stamps.  You're at the post office and waiting in line for your turn.  How many 3-cent stamps you will get in a dozen?,D,MULTIPLE_CHOICE,"A) railroad track
B) box office
C) palmistry
D) 12
E) chamber",,
489,,"I always follow my brother but you cannot see me, only him.   You cannot hear him but you can hear me.   What are we?",E,MULTIPLE_CHOICE,"A) follow him
B) touch
C) ear
D) soul brother
E) thunder  lightning",,
490,,What is Marie Curie's favorite food?,A,MULTIPLE_CHOICE,"A) fission chips
B) cafeteria
C) doggy bag
D) snack
E) process",,
491,,Why did the boy bury his flashlight?,A,MULTIPLE_CHOICE,"A) because the batteries died
B) single
C) slave
D) it will shine in the dark
E) funerals",,
492,,"You walk into a room and see a rabbit holding a carrot, a pig eating slop, and a chimpanzee holding a banana.  Which is the smartest the smartest animal in the room?",C,MULTIPLE_CHOICE,"A) birdbrain
B) swine
C) hopefully you
D) serum sickness
E) place",,
493,,"If your aunt's brother is not your uncle, what relation is he to you?",A,MULTIPLE_CHOICE,"A) he is your father
B) mothers
C) his daughter
D) counterpoise
E) male child",,
494,,People buy me to eat but they never eat me.   What am I?,C,MULTIPLE_CHOICE,"A) act
B) diet
C) plates and cutlery
D) baffled
E) brunch",,
495,,Two Indians are standing on a bridge one is the father of the other ones son.  What is the relation between them?,C,MULTIPLE_CHOICE,"A) barbican
B) men
C) they are husband and wife
D) coat rack
E) stands",,
496,,"Can you name three consecutive days   without using the words   Monday, Tuesday, Wednesday,   Thursday, Friday, Saturday, or Sunday?",D,MULTIPLE_CHOICE,"A) market day
B) school day
C) statement
D) yesterday today and tomorrow
E) washday",,
497,,What do babies and basketball players have in common?,D,MULTIPLE_CHOICE,"A) rabble
B) takeoffs
C) throw down
D) they dribble
E) commonage",,
498,,What does an envelope say when you lick it?,D,MULTIPLE_CHOICE,"A) gouge
B) rampart
C) it will recognize when you open it
D) nothing it just shuts up
E) white",,
499,,How many men were born last year?,A,MULTIPLE_CHOICE,"A) none only babies were born
B) no males
C) there were no women born
D) adults
E) only women",,
500,,On which day of the year do fewest people die?,A,MULTIPLE_CHOICE,"A) february 29th
B) holiday
C) days
D) horrible
E) months",,
501,,What word is always pronounced wrong?,C,MULTIPLE_CHOICE,"A) sound
B) crossword
C) wrong
D) remorse
E) truth",,
502,,What word that people had always pronounce it wrong?,A,MULTIPLE_CHOICE,"A) wrong
B) bullet
C) tort
D) violence
E) paragraph",,
503,,Which word in the English language is most frequently spelled wrong?,A,MULTIPLE_CHOICE,"A) wrong
B) trespass
C) foreign
D) script
E) justice",,
504,,What is the only word that is spelled wrong in the dictionary?,A,MULTIPLE_CHOICE,"A) wrong
B) command
C) symbol
D) sin
E) reference",,
505,,"Which word, if pronounced right, is wrong, but if pronounced wrong is right?",D,MULTIPLE_CHOICE,"A) falsification
B) claim
C) entree
D) wrong
E) left",,
506,,What is broken if you can't break it?,B,MULTIPLE_CHOICE,"A) law
B) piñata
C) clock
D) roller
E) leak",,
507,,What do you get when you cross an elephant with a rhino?,E,MULTIPLE_CHOICE,"A) traversal
B) way
C) affliction
D) elephant yam
E) elephino",,
508,,What do Henry the Eighth and Kermit the Frog have in common?,E,MULTIPLE_CHOICE,"A) salientian
B) protocol
C) frogmouth
D) rank
E) same middle name",,
509,,A Jewish man living in the United States cannot be buried on church grounds even if he converts to Christianity.   Why not?,A,MULTIPLE_CHOICE,"A) you cant bury the living
B) burying a body
C) happening
D) litter
E) exhume the body",,
510,,How could all of your cousins have an aunt that isn't your aunt too?,C,MULTIPLE_CHOICE,"A) neve
B) relative
C) their aunt is your mother
D) their mom is your grandmother
E) aunts house",,
511,,Who was the president of the USA before John F.  Kennedy was assassinated?,E,MULTIPLE_CHOICE,"A) dollar
B) presidentship
C) GOP
D) dallas
E) john f  kennedy",,
512,,What is the Easter bunny's favorite kind of music?,A,MULTIPLE_CHOICE,"A) hip hop
B) disco
C) music genre
D) auditory communication
E) structure",,
513,,A man sees a white bear outside his house.  Where is he?,E,MULTIPLE_CHOICE,"A) marmot
B) village
C) place
D) ranch house
E) north pole",,
514,,"You walk a mile south, a mile east and then a mile north.  You end up in exact same spot you started.  Where are you?",A,MULTIPLE_CHOICE,"A) north pole
B) southward
C) endomorphy
D) west end
E) eastward",,
515,,"If your inside your house, and all your walls face south, where is your house located?",D,MULTIPLE_CHOICE,"A) room
B) village
C) southerly
D) north pole
E) southeast",,
516,,Where on Earth do the winds always blow from the South?,C,MULTIPLE_CHOICE,"A) gulf states
B) southward
C) north pole
D) southerner
E) latitude",,
517,,What do people spend a lot of money on every year but never want to use?,C,MULTIPLE_CHOICE,"A) peso
B) seed money
C) insurance
D) lord of misrule
E) lobby",,
518,,Which berry makes a harsh noise?,B,MULTIPLE_CHOICE,"A) baneberry
B) raspberry
C) loganberry
D) cowberry
E) berries",,
519,,I am the son of your grandmother and grandfather but not your uncle.  Who am I?,E,MULTIPLE_CHOICE,"A) your mom
B) relative
C) great grandfather
D) stepbrother
E) your dad",,
520,,Your mother's brother's only brother-in-law is asleep on your coach.  Who is asleep on your couch?,C,MULTIPLE_CHOICE,"A) quintipara
B) mother lode
C) your dad
D) supermom
E) fathers",,
521,,What do you get when you mix lemons with gun powder?,B,MULTIPLE_CHOICE,"A) police officer's belt
B) lemonades
C) tart
D) powdered milk
E) fillet",,
522,,"Twelve pears hanging high, twelve men passing by.  Each took a pear and left eleven hanging there.  How can this be?",A,MULTIPLE_CHOICE,"A) each was the mans name
B) sportsman
C) signore
D) game equipment
E) old man",,
523,,It is there from the very start and will be there until the end.  To end you must cross over and you must pass through it to begin. ,B,MULTIPLE_CHOICE,"A) quarterback
B) starting line
C) finishing
D) parts
E) landing",,
524,,"What is big and yellow and comes in the morning, to brighten mom's day?",B,MULTIPLE_CHOICE,"A) rat
B) school bus
C) flu
D) geese
E) sulfur",,
525,,Where does the Easter bunny like to eat breakfast?,A,MULTIPLE_CHOICE,"A) ihop
B) holy week
C) pliers
D) oatmeal
E) fate",,
526,,If girls with big boobs work at hooters where do girls with one leg work?,A,MULTIPLE_CHOICE,"A) ihop
B) blackleg
C) branch
D) working girl
E) art form",,
527,,What do frogs order when they go to a restaurant?,B,MULTIPLE_CHOICE,"A) frogs in the pond
B) french flies
C) wine cellar
D) smooth
E) garment",,
528,,"If a cat can jump 5 feet high, then why can't it jump through a window that is 3 feet high?",E,MULTIPLE_CHOICE,"A) be
B) it gets cold
C) stamp
D) panes
E) because the window is closed",,
529,,A ship is filled with people yet there is not a single person on board.  How can that be?,E,MULTIPLE_CHOICE,"A) skate
B) dies
C) tool
D) all hands
E) everyone on board was married",,
530,,Five men went into a church in the pouring rain.   None of the men had an umbrella but one man did not get wet.   How is that possible?,B,MULTIPLE_CHOICE,"A) church grounds
B) he was in the casket
C) cabin boy
D) funerals
E) hold",,
531,,A truck driver is going opposite traffic on a one way street.  A police officer sees him but doesn't stop him.  Why didn't the police officer stop him?,E,MULTIPLE_CHOICE,"A) device
B) footfall
C) rush
D) he was driving
E) he was walking",,
532,,"A bus driver was heading down a street in Colorado.  He went right past a stop sign without stopping, he turned left where there was a ""no left turn"" sign, and he went the wrong way on a one-way street.  Then he went on the left side of the road past a cop car.  Still - he didn't break any traffic laws.  Why not?",B,MULTIPLE_CHOICE,"A) traveller
B) he was walking
C) drove
D) stairway
E) spider",,
533,,What do you do if your golden retriever gets sick?,E,MULTIPLE_CHOICE,"A) dory
B) fit
C) greed
D) get
E) call the dogtor",,
534,,What did the baby corn say to its mother?,E,MULTIPLE_CHOICE,"A) kettlebells
B) kettle corn
C) polenta
D) fields of flowers
E) wheres pop corn",,
535,,Why does Santa like bears?,D,MULTIPLE_CHOICE,"A) christmas stocking
B) branch
C) hiding in closets
D) because they have clause
E) because they are beautiful",,
536,,Why was the football coach upset with the candy machine?,E,MULTIPLE_CHOICE,"A) potter
B) artifact
C) manufacture
D) throw
E) he wanted his quarter back",,
537,,What can you add to a bucket to make it lose weight?,D,MULTIPLE_CHOICE,"A) artifact
B) key
C) add
D) holes
E) rule",,
538,,You have a 16 ounce glass of water.  What do you add to make it 8 ounces of water?,B,MULTIPLE_CHOICE,"A) put
B) holes
C) international waters
D) irish water spaniel
E) drinking water",,
539,,"One day a carpenter carved a block of wood which weighed 20KG.  He put something that made it 19KG , what did he put?",C,MULTIPLE_CHOICE,"A) dust
B) structure
C) holes
D) good repair
E) well",,
540,,What will you put in a wooden box to make it lighter?,A,MULTIPLE_CHOICE,"A) holes
B) cement
C) staples
D) radiation
E) hold",,
541,,A barrel of water weighs 20 pounds.  What must you add to it to make it weigh 12 pounds?,C,MULTIPLE_CHOICE,"A) water bed
B) water blister
C) holes
D) waterfront
E) hold water",,
542,,"I recently came back from a trip.    Today is Tuesday, I came back 3 days before the day after the day before tomorrow.    When did I return?",A,MULTIPLE_CHOICE,"A) sunday
B) american indian day
C) week
D) procedure
E) measure",,
543,,What is the sun's favorite day of the week?,C,MULTIPLE_CHOICE,"A) macula
B) scale
C) sunday
D) makes
E) major planet",,
544,,I always come first yet always found in the end.  What am I?,A,MULTIPLE_CHOICE,"A) sunday
B) feel
C) looking
D) culmination
E) starting",,
545,,if before yesterday waz wednesday denwhatday iz after tommorow,C,MULTIPLE_CHOICE,"A) weds
B) wednesdays
C) sunday
D) yesterdays
E) be",,
546,,"Samuel said, ""I wish yesterday was tomorrow so that today would be Friday. "" What day did Samuel say this on?",B,MULTIPLE_CHOICE,"A) divisions
B) sunday
C) arbor day
D) subjunctive mood
E) outcome",,
547,,"A certain man was travelling with his son and he got in an         .  The man died but his son suvived,he was unconscious.  The boy was being rushed to the hospital.  When he arrived the hospital, the doctor said ""how can I treat this boy?"""" He is my son?"" Who is the doctor?",B,MULTIPLE_CHOICE,"A) widower
B) boys mother
C) family man
D) shaver
E) signature",,
548,,Where do polar bears go to vote?,D,MULTIPLE_CHOICE,"A) pessimist
B) congressman
C) voter
D) north poll
E) votes",,
549,,An archaeologist digs up two perfectly preserved bodies.  He immediately identifies them as Adam and Eve.  How can he tell they are Adam and Eve?,E,MULTIPLE_CHOICE,"A) drill
B) different sizes
C) no legs
D) hollow
E) they had no belly buttons",,
550,,What is black and white and has wheels?,B,MULTIPLE_CHOICE,"A) wagon
B) zebrwearing roller skates
C) rolling
D) turn
E) movement",,
551,,What walks on its head all day?,E,MULTIPLE_CHOICE,"A) headship
B) place
C) pill head
D) heading
E) nail in horseshoe",,
552,,A square house is being circled by a large bear.   All of the walls of the house face South.   What color is the bear?,E,MULTIPLE_CHOICE,"A) wild
B) rectangular because it faces south
C) ingredient
D) trailer
E) white because a polar bear",,
553,,What do you call a dozen rabbits in a row walking backward?,E,MULTIPLE_CHOICE,"A) crossroad
B) column
C) march
D) distance
E) receding hair line",,
554,,Why are teddy bears never hungry?,E,MULTIPLE_CHOICE,"A) They're hungry
B) they're so cute
C) cubs
D) their favorite
E) because they are always stuffed",,
555,,You can touch me but you probably wouldn't want to.   I can see you but you can't see me.   What am I?,E,MULTIPLE_CHOICE,"A) hit
B) small indefinite quantity
C) sensation
D) hearing
E) your eyes",,
556,,When does an Irish potato change its nationality?,D,MULTIPLE_CHOICE,"A) air potato
B) thing
C) introject
D) when it becomes french fries
E) in the toaster",,
557,,Where do salads try on clothes?,E,MULTIPLE_CHOICE,"A) course
B) do
C) napkin
D) trial
E) dressing room",,
558,,What word is usually pronounced incorrectly?,B,MULTIPLE_CHOICE,"A) apheresis
B) incorrectly
C) read
D) guarantee
E) barrage",,
559,,Which word in the dictionary is spelled incorrectly?,B,MULTIPLE_CHOICE,"A) tool
B) incorrectly
C) say
D) in the package
E) antonym",,
560,,What word is pronounced incorrectly by more than 99% of Ivy League graduates?,D,MULTIPLE_CHOICE,"A) graduated cylinder
B) read
C) toponym
D) incorrectly
E) read correctly",,
561,,Why do communists write everything in lower case?,E,MULTIPLE_CHOICE,"A) files
B) capitalize things
C) love cats
D) flow
E) because they hate capitalism",,
562,,Why don't cows get sick very often?,A,MULTIPLE_CHOICE,"A) because they have natural imoonity
B) pasture
C) heifer
D) leppy
E) brie",,
563,,What is it called when Batman skips church?,A,MULTIPLE_CHOICE,"A) christian bale
B) protestantism
C) community
D) village
E) state",,
564,,What does an angel use to start a fire?,D,MULTIPLE_CHOICE,"A) call fire
B) firefly
C) element
D) match made in heaven
E) cookfire",,
565,,It belongs to you but you don't use it.   It does not belong to other people but they use it.   What is it?,E,MULTIPLE_CHOICE,"A) letter of marque
B) part
C) function
D) product
E) your phone number",,
566,,What did the panda bear get when it fell out of the tree?,E,MULTIPLE_CHOICE,"A) bush
B) bamboo grove
C) hibernation
D) part
E) bamboo boos",,
567,,What do Eskimos get from sitting on the ice for way too long?,D,MULTIPLE_CHOICE,"A) stem
B) cone
C) chickens
D) polaroids
E) pick",,
568,,If you jump off a two story building where do you land?,D,MULTIPLE_CHOICE,"A) housing
B) electric socket
C) new orleans
D) in the hospital
E) temple",,
569,,What can you hold in your right hand but never in your left hand?,C,MULTIPLE_CHOICE,"A) command
B) bearing
C) your left hand
D) metacarpus
E) leaf",,
570,,If lightning strikes an orchestra who is the one most likely to get hit?,C,MULTIPLE_CHOICE,"A) orchestras
B) cornet
C) conductor
D) xylophone
E) piccolo",,
571,,Why do cows have hooves instead of feet?,A,MULTIPLE_CHOICE,"A) because they lactose
B) source
C) strokings
D) trample
E) alternative",,
572,,What does an orange do when it takes a rest?,E,MULTIPLE_CHOICE,"A) escort
B) sour
C) taker
D) recall
E) concentrates",,
573,,How can a person go eight days without sleep?,E,MULTIPLE_CHOICE,"A) duvet
B) sleepwalking
C) answers
D) minute
E) person sleeps at night",,
574,,What is a kangaroo's favorite year?,B,MULTIPLE_CHOICE,"A) bamboo grove
B) leap year
C) era
D) duration
E) weeks",,
575,,What is the easiest way to keep water from running?,B,MULTIPLE_CHOICE,"A) forget about
B) dont pay the bill
C) rise
D) device
E) wash",,
576,,Why did the woman take an elephant to the airport instead of a taxi?,C,MULTIPLE_CHOICE,"A) elephants are stupid
B) wire
C) elephant had a bigger trunk
D) they cannot speak english
E) baggage claim",,
577,,What's the last thing that goes through a bug's mind as it hits the windshield?,A,MULTIPLE_CHOICE,"A) his butt
B) soul
C) duke
D) material
E) cue",,
578,,What do you call a bear with no teeth?,E,MULTIPLE_CHOICE,"A) support
B) fill
C) gumming
D) dogs
E) gummy bear",,
579,,A man leaves home and turns left three times.   When he returns home he finds two men wearing masks.  Who are the two men?,D,MULTIPLE_CHOICE,"A) mesh
B) rebound
C) hero
D) umpire and catcher
E) gathering",,
580,,"There is one thing that can be. . . Bad,good,and perfect. But it can't be 2 things. What am I?",E,MULTIPLE_CHOICE,"A) well
B) good night
C) slice
D) cannabis
E) food",,
581,,Without me you will surely die.   Too much of me and like a pig you may lie.   What am I?,B,MULTIPLE_CHOICE,"A) great
B) food
C) offer
D) friends
E) pen",,
582,,What do you buy but you never keep?,D,MULTIPLE_CHOICE,"A) deal
B) white
C) bull market
D) food
E) keepsakes",,
583,,What has four fingers and a thumb but is not alive?,A,MULTIPLE_CHOICE,"A) a  glove
B) bacteria
C) fingernail
D) finger food
E) toe",,
584,,what goes up and down at the same time?,C,MULTIPLE_CHOICE,"A) clock
B) item
C) stairs
D) rise
E) progress",,
585,,What goes up and up but stays on the floor. ,A,MULTIPLE_CHOICE,"A) stairs
B) place
C) drive
D) dust
E) room",,
586,,what is going up and down at the same time but never moves from where it is standing?,B,MULTIPLE_CHOICE,"A) clock
B) stairs
C) drive
D) lodge
E) place",,
587,,What's in a man's pants that you won't find in a girl's dress?,C,MULTIPLE_CHOICE,"A) chess
B) sexist
C) pockets
D) see
E) drag",,
588,,What does a vegetarian zombie eat?,A,MULTIPLE_CHOICE,"A) graaains
B) affect
C) cocktail
D) zombi
E) swill",,
589,,"What has six faces, but never wears makeup? It also has twenty-one eyes, but cannot see. ",A,MULTIPLE_CHOICE,"A) die from set of dice
B) be
C) single
D) bags
E) piece",,
590,,What did the big candle say to the little candle?,E,MULTIPLE_CHOICE,"A) middle
B) plenty
C) clock
D) highway
E) im going out tonight",,
591,,What is the easiest way to double your money?,D,MULTIPLE_CHOICE,"A) bank money
B) material
C) passage
D) use a mirror
E) dime",,
